;Veroeffentlichungs-Nummer;Erfinder;Anmelder/Inhaber
1197;US020190034919A1;NI SCANAILL CLIODHNA, IE;INTEL CORP, US
1198;US020190034919A1;NOLAN KEITH, IE;INTEL CORP, US
1199;US020190034919A1;NOLAN MICHAEL, IE;INTEL CORP, US
1200;US020190034919A1;SMITH NED M, US;INTEL CORP, US
1201;US020190034917A1;CARBONI DAVIDE, GB;INTEL CORP, US
1202;US020190034917A1;NOLAN MICHAEL, IE;INTEL CORP, US
1203;US020190034917A1;SMITH NED M, US;INTEL CORP, US
1204;US020190020716A1;AGETSUMA MASAKUNI, JP;HITACHI LTD, JP
1205;US020190020716A1;FUKUCHI KAIHO, JP;HITACHI LTD, JP
1206;US020190020716A1;NEMOTO JUN, JP;HITACHI LTD, JP
1207;US020180365688A1;HE MIAO, CN;IBM, US
1208;US020180365688A1;REN CHANGRUI, CN;IBM, US
1209;US020180365688A1;SHAO BING, CN;IBM, US
1210;US020180365688A1;TONG YUE, CN;IBM, US
1211;US020180343128A1;HONG JAY WU, KR;COINPLUG INC, KR
1212;US020180343128A1;SONG JOO HAN, KR;COINPLUG INC, KR
1213;US020180343128A1;UHR JOON SUN, KR;COINPLUG INC, KR
1214;US020180315055A1;PICKOVER CLIFFORD A, US;IBM, US
1215;US020180315055A1;WELDEMARIAM KOMMINIST, KE;IBM, US
1216;US020180315026A1;KRAEMER JAMES R, US;IBM, US
1217;US020180315026A1;LINTON JEB R, US;IBM, US
1218;US020180285979A1;CHESSELL AMANDA E, GB;IBM, US
1219;US020180285979A1;KOUMPAN ELEZAVETA, CA;IBM, US
1220;US020180285971A1;ROSENOER JONATHAN M C, US;IBM, US
1221;US020180268418A1;TANKSALI SHASHANK, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1222;US020180240114A1;LI NING, CN;ALIBABA GROUP HOLDING LTD, KY
1223;US020180240112A1;CASTINADO JOSEPH B, US;BANK OF AMERICA, US
1224;US020180240112A1;KURIAN MANU J, US;BANK OF AMERICA, US
1225;US020180220292A1;LANDSCHEIDT DENNIS, DE;SAP SE, DE
1226;US020180211332A1;KRAEMER JAMES R, US;IBM, US
1227;US020180211332A1;LINTON JEB R, US;IBM, US
1228;US020180197173A1;DURVASULA SASTRY, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1229;US020180197173A1;FERENCZI ANDRAS, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1230;US020180197173A1;MUTHUKRISHNAN SATHISH, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1231;US020180197173A1;SUBRAHMANYAM VISHNUVAJHALA V, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1232;US020180189878A1;HONG JAY WU, KR;COINPLUG INC, KR
1233;US020180189878A1;SONG JOO HAN, KR;COINPLUG INC, KR
1234;US020180189878A1;UHR JOON SUN, KR;COINPLUG INC, KR
1235;US020180189877A1;HONG JAY WU, KR;COINPLUG INC, KR
1236;US020180189877A1;SONG JOO HAN, KR;COINPLUG INC, KR
1237;US020180189877A1;UHR JOON SUN, KR;COINPLUG INC, KR
1238;US020180182042A1;VINAY VISHWA, IN;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1239;US020180182029A1;VINAY VISHWA, IN;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1240;US020180174143A1;BASTIDE PAUL R, US;IBM, US
1241;US020180174143A1;DUNNE JONATHAN, IE;IBM, US
1242;US020180174143A1;HARPUR LIAM, IE;IBM, US
1243;US020180174143A1;PATEL SUMIT, US;IBM, US
1244;US020180165758A1;KNUSZKA RICHARD, GB;COGNITIVE SCALE INC, US
1245;US020180165758A1;SANCHEZ MATTHEW, US;COGNITIVE SCALE INC, US
1246;US020180165758A1;SAXENA MANOJ, US;COGNITIVE SCALE INC, US
1247;US020180165738A1;CHANDRASEKARAN HARISHKUMAR, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1248;US020180165738A1;CHILUKURI SIVA R, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1249;US020180165738A1;CHIRRAVURI NAGESHWARA R, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1250;US020180165738A1;GOPAL SUDHAKAR, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1251;US020180165738A1;GOTTIPATI HARI K, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1252;US020180165738A1;MATTHEWS DANIELLE G, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1253;US020180165738A1;NAIK HARISH R, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1254;US020180165738A1;NARAYAN KISHORE R, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1255;US020180165738A1;PRAKASH PIYASHI L, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1256;US020180165738A1;SILVERMAN ANDREW E, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1257;US020180165612A1;KNUSZKA RICHARD, GB;COGNITIVE SCALE INC, US
1258;US020180165612A1;SANCHEZ MATTHEW, US;COGNITIVE SCALE INC, US
1259;US020180165612A1;SAXENA MANOJ, US;COGNITIVE SCALE INC, US
1260;US020180165611A1;KNUSZKA RICHARD, GB;COGNITIVE SCALE INC, US
1261;US020180165611A1;SANCHEZ MATTHEW, US;COGNITIVE SCALE INC, US
1262;US020180165611A1;SAXENA MANOJ, US;COGNITIVE SCALE INC, US
1263;US020180165598A1;KNUSZKA RICHARD, GB;COGNITIVE SCALE INC, US
1264;US020180165598A1;SANCHEZ MATTHEW, US;COGNITIVE SCALE INC, US
1265;US020180165598A1;SAXENA MANOJ, US;COGNITIVE SCALE INC, US
1266;US020180165588A1;KNUSZKA RICHARD, GB;COGNITIVE SCALE INC, US
1267;US020180165588A1;SANCHEZ MATTHEW, US;COGNITIVE SCALE INC, US
1268;US020180165588A1;SAXENA MANOJ, US;COGNITIVE SCALE INC, US
1269;US020180165586A1;KNUSZKA RICHARD, GB;COGNITIVE SCALE INC, US
1270;US020180165586A1;SANCHEZ MATTHEW, US;COGNITIVE SCALE INC, US
1271;US020180165586A1;SAXENA MANOJ, US;COGNITIVE SCALE INC, US
1272;US020180165585A1;KNUSZKA RICHARD, GB;COGNITIVE SCALE INC, US
1273;US020180165585A1;SANCHEZ MATTHEW, US;COGNITIVE SCALE INC, US
1274;US020180165585A1;SAXENA MANOJ, US;COGNITIVE SCALE INC, US
1275;US020180165416A1;KNUSZKA RICHARD, GB;COGNITIVE SCALE INC, US
1276;US020180165416A1;SANCHEZ MATTHEW, US;COGNITIVE SCALE INC, US
1277;US020180165416A1;SAXENA MANOJ, US;COGNITIVE SCALE INC, US
1278;US020180150844A1;DOLAN HEATHER, US;BANK OF AMERICA, US
1279;US020180150844A1;DRAVNEEK VICTORIA L, US;BANK OF AMERICA, US
1280;US020180150844A1;MOHAMED ZAFER, US;BANK OF AMERICA, US
1281;US020180144342A1;BORANDI TODD, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1282;US020180144340A1;KINNAIRD DOUGLAS G, CA;IBM, US
1283;US020180144340A1;LI RUIPING, US;IBM, US
1284;US020180144340A1;O'CONNELL BRIAN M, US;IBM, US
1285;US020180144340A1;SCHREITMUELLER SUSAN K, US;IBM, US
1286;US020180144340A1;SMITH-EIGENBRODE SHELBEE D, US;IBM, US
1287;US020180144340A1;WECK DAVID D, US;IBM, US
1288;US020180121923A1;HONG JAY WU, KR;COINPLUG INC, KR
1289;US020180121923A1;SONG JOO HAN, KR;COINPLUG INC, KR
1290;US020180121923A1;UHR JOON SUN, KR;COINPLUG INC, KR
1291;US020180114218A1;KONIK RAFAL P, US;IBM, US
1292;US020180114218A1;MITTELSTADT ROGER A, US;IBM, US
1293;US020180114218A1;MURAS BRIAN R, US;IBM, US
1294;US020180114218A1;OLSTAD CHAD A, US;IBM, US
1295;US020180114205A1;CASTINADO JOSEPH BENJAMIN, US;BANK OF AMERICA, US
1296;US020180114205A1;THOMAS RICHARD HUW, US;BANK OF AMERICA, US
1297;US020180113752A1;DERBAKOVA ANNA D, US;IBM, US
1298;US020180113752A1;GAUR NITIN, US;IBM, US
1299;US020180113752A1;JAYACHANDRAN PRAVEEN, IN;IBM, US
1300;US020180113752A1;MURALIDHARAN SRINIVASAN, US;IBM, US
1301;US020180101844A1;HONG JAY WU, KR;COINPLUG INC, KR
1302;US020180101844A1;SONG JOO HAN, KR;COINPLUG INC, KR
1303;US020180101844A1;UHR JOON SUN, KR;COINPLUG INC, KR
1304;US020180096551A1;KRAEMER JAMES R, US;IBM, US
1305;US020180096551A1;LINTON JEB R, US;IBM, US
1306;US020180096360A1;CHRISTIDIS KONSTANTINOS, US;IBM, US
1307;US020180096360A1;DERBAKOVA ANNA D, US;IBM, US
1308;US020180096360A1;GAUR NITIN, US;IBM, US
1309;US020180096360A1;JAYACHANDRAN PRAVEEN, IN;IBM, US
1310;US020180096360A1;MURALIDHARAN SRINIVASAN, US;IBM, US
1311;US020180089669A1;SINGH SATNAM, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1312;US020180089638A1;CHRISTIDIS KONSTANTINOS, US;IBM, US
1313;US020180089638A1;DERBAKOVA ANNA D, US;IBM, US
1314;US020180089638A1;GAUR NITIN, US;IBM, US
1315;US020180089638A1;JAYACHANDRAN PRAVEEN, IN;IBM, US
1316;US020180089638A1;MURALIDHARAN SRINIVASAN, US;IBM, US
1317;US020180053161A1;BORDASH MICHAEL J, US;IBM, US
1318;US020180053161A1;HUDSON MICHAEL J, US;IBM, US
1319;US020180053161A1;WONG CHIH HONG, CN;IBM, US
1320;US020170330180A1;HONG JAY WU, KR;COINPLUG INC, KR
1321;US020170330180A1;SONG JOO HAN, KR;COINPLUG INC, KR
1322;US020170330180A1;UHR JOON SUN, KR;COINPLUG INC, KR
1323;US020170330179A1;HONG JAY WU, KR;COINPLUG INC, KR
1324;US020170330179A1;SONG JOO HAN, KR;COINPLUG INC, KR
1325;US020170330179A1;UHR JOON SUN, KR;COINPLUG INC, KR
1326;US020170243209A1;JOHNSRUD DARRELL, US;BANK OF AMERICA, US
1327;US020170243209A1;KURIAN MANU JACOB, US;BANK OF AMERICA, US
1328;US020170228706A1;CANTLEY KERRY M, US;BANK OF AMERICA, US
1329;US020170228706A1;PARZIALE CARL, US;BANK OF AMERICA, US
1330;US020170213221A1;KURIAN MANU JACOB, US;BANK OF AMERICA, US
1331;US020170213221A1;WUEHLER MICHAEL, US;BANK OF AMERICA, US
1332;US020170178127A1;KRAVITZ DAVID WILLIAM, US;IBM, US
1333;US020170140408A1;WUEHLER MICHAEL, US;BANK OF AMERICA, US
1334;US020170140394A1;CAO FENG, CN;IBM, US
1335;US020170140394A1;CHEN BOLIANG, CN;IBM, US
1336;US020170140394A1;KIND ANDREAS, CH;IBM, US
1337;US020170140394A1;NI YUAN, CN;IBM, US
1338;US020170140394A1;SU FEI, CN;IBM, US
1339;US020170140394A1;ZHAO WEI, CN;IBM, US
1340;US020160180338A1;ANDROULAKI ELLI, DE;IBM, US
1341;US020160180338A1;KIND ANDREAS, DE;IBM, US
1342;US020160180338A1;KOLTSIDAS LOANNIS, DE;IBM, US
1343;US000010992735B2;KURIAN MANU JACOB, US;BANK OF AMERICA, US
1344;US000010992735B2;THOMAS RICHARD HUW, US;BANK OF AMERICA, US
1345;US000010992677B2;CAMMACK WILLIAM DARYL, US;TOYOTA MOTOR NORTH AMERICA INC, US
1346;US000010992677B2;WELLS ANDREW L, US;TOYOTA MOTOR NORTH AMERICA INC, US
1347;US000010990963B2;HUANG ZHANGJIE, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1348;US000010990963B2;LEI HAO, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1349;US000010990963B2;LI LICHUN, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1350;US000010990963B2;ZHANG WENBIN, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1351;US000010984434B1;ARYA AMIT, US;WELLS FARGO BANK NA, US
1352;US000010984434B1;GREEN CHRISTIE N, US;WELLS FARGO BANK NA, US
1353;US000010979414B2;KURSUN EREN, US;BANK OF AMERICA, US
1354;US000010979410B1;BYRD CHRISTOPHER, US;USAA, US
1355;US000010979306B2;BURKS WILLIAM BRADLEY, US;BANK OF AMERICA, US
1356;US000010979306B2;DOHERTY DANIEL JAMES, US;BANK OF AMERICA, US
1357;US000010979306B2;DUPONT JUSTIN RILEY, US;BANK OF AMERICA, US
1358;US000010979306B2;ELLIOTT THOMAS, US;BANK OF AMERICA, US
1359;US000010979306B2;ENGLAND TONY, US;BANK OF AMERICA, US
1360;US000010979306B2;MCCONNELL PATRICK THOMAS, US;BANK OF AMERICA, US
1361;US000010979306B2;MURPHY MATTHEW, US;BANK OF AMERICA, US
1362;US000010979306B2;PARKER NICKOLAS PATRICK, US;BANK OF AMERICA, US
1363;US000010979306B2;SELFRIDGE STEPHEN PHILIP, US;BANK OF AMERICA, US
1364;US000010979306B2;TWOMBLY STEVEN MICHAEL, US;BANK OF AMERICA, US
1365;US000010979306B2;WILLIAMS JAMES J, US;BANK OF AMERICA, US
1366;US000010979218B2;ANDROULAKI ELLI, CH;IBM, US
1367;US000010979218B2;DE CARO ANGELO, CH;IBM, US
1368;US000010977703B2;BHATTACHARJEE MANASH, US;MASTERCARD INTERNATIONAL INC, US
1369;US000010977703B2;HAYES JOSEPH, US;MASTERCARD INTERNATIONAL INC, US
1370;US000010977703B2;SHARMA PRASHANT, US;MASTERCARD INTERNATIONAL INC, US
1371;US000010977375B2;BRAGHIN STEFANO, IE;IBM, US
1372;US000010977375B2;RAGNOLI EMANUELE, IE;IBM, US
1373;US000010977375B2;SAGIRLAR GOKHAN, IT;IBM, US
1374;US000010977375B2;SHEEHAN JOHN, IE;IBM, US
1375;US000010970780B2;KRAEMER JAMES R, US;IBM, US
1376;US000010970780B2;LINTON JEB R, US;IBM, US
1377;US000010970638B2;PALANICHAMY KAYALVIZHI, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1378;US000010970307B2;KAMIJOH KOHICHI, JP;IBM, US
1379;US000010970307B2;NAKAMURA HIROAKI, JP;IBM, US
1380;US000010963854B2;CHU YU, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1381;US000010963854B2;JIN GE, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1382;US000010963854B2;MENG ZHENZHONG, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1383;US000010963854B2;QING LONGSHENG, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1384;US000010963854B2;SUN ZHEN, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1385;US000010963854B2;YANG XUEQING, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1386;US000010958420B2;CHAUHAN VED PRATAP SINGH, IN;MASTERCARD INTERNATIONAL INC, US
1387;US000010958420B2;GARG CHANDAN, IN;MASTERCARD INTERNATIONAL INC, US
1388;US000010958420B2;KUMAWAT JAIPAL SINGH, IN;MASTERCARD INTERNATIONAL INC, US
1389;US000010956204B1;BEHL DUSHYANT K, IN;IBM, US
1390;US000010956204B1;KODESWARAN PALANIVEL ANDIAPPAN, IN;IBM, US
1391;US000010956204B1;SEN SAYANDEEP, IN;IBM, US
1392;US000010949922B2;AHMED MANSOOR, US;CHICAGO MERCANTILE EXCHANGE INC, US
1393;US000010949922B2;PIERCE RYAN, US;CHICAGO MERCANTILE EXCHANGE INC, US
1394;US000010949922B2;PLANTE JOHN, US;CHICAGO MERCANTILE EXCHANGE INC, US
1395;US000010944745B2;KURSUN EREN, US;BANK OF AMERICA, US
1396;US000010944745B2;ZANE NEIL DAVID, US;BANK OF AMERICA, US
1397;US000010944566B2;HARNIK DANNY, IL;IBM, US
1398;US000010944565B2;BASET SALMAN ABDUL, US;IBM, US
1399;US000010944565B2;BINGHAM DANIEL W, US;IBM, US
1400;US000010944565B2;GAUR NITIN, US;IBM, US
1401;US000010944565B2;NOVOTNY PETR, US;IBM, US
1402;US000010944565B2;SAKTHI PALANI, US;IBM, US
1403;US000010944565B2;ZHANG QI, US;IBM, US
1404;US000010943229B2;DOLAN HEATHER, US;BANK OF AMERICA, US
1405;US000010943229B2;DRAVNEEK VICTORIA L, US;BANK OF AMERICA, US
1406;US000010943229B2;MOHAMED ZAFER, US;BANK OF AMERICA, US
1407;US000010943003B2;BASET SALMAN ABDUL, US;IBM, US
1408;US000010943003B2;BINGHAM DANIEL W, US;IBM, US
1409;US000010943003B2;GAUR NITIN, US;IBM, US
1410;US000010943003B2;NOVOTNY PETR, US;IBM, US
1411;US000010943003B2;SAKTHI PALANI, US;IBM, US
1412;US000010943003B2;ZHANG QI, US;IBM, US
1413;US000010942994B2;CASTINADO JOSEPH, US;BANK OF AMERICA, US
1414;US000010942994B2;FREDERICK CARL R, US;BANK OF AMERICA, US
1415;US000010942994B2;GUTMAN SEAN M, US;BANK OF AMERICA, US
1416;US000010942852B1;TIAN SHIKUN, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1417;US000010937111B2;BHARTI HARISH, IN;IBM, US
1418;US000010937111B2;PATRA ABHAY K, IN;IBM, US
1419;US000010937111B2;SAXENA RAJESH K, IN;IBM, US
1420;US000010937111B2;SINGH DEEPENDRA K, IN;IBM, US
1421;US000010937069B2;KOTE YASHOVARDHANA SAMETHANAHALLI, US;PAYPAL INC, US
1422;US000010937069B2;NARASIMHAN SRIVATHSAN, US;PAYPAL INC, US
1423;US000010936723B2;GOPALAKRISHNAN MANOJ, IN;INTEL CORP, US
1424;US000010936723B2;KULKARNI AMOL, US;INTEL CORP, US
1425;US000010936723B2;MISHRA ASHISH KUMAR, IN;INTEL CORP, US
1426;US000010936445B2;GUIBERT ANDREW GORDON, US;IBM, US
1427;US000010936445B2;MOTLEY ALEX, US;IBM, US
1428;US000010936445B2;RAUH NATHAN J, US;IBM, US
1429;US000010936445B2;STEPHENS JAMES, US;IBM, US
1430;US000010936445B2;SWATOSH MARK, US;IBM, US
1431;US000010930377B2;PICKOVER CLIFFORD A, US;IBM, US
1432;US000010930377B2;WELDEMARIAM KOMMINIST, KE;IBM, US
1433;US000010929822B2;BRENNAN DENNIS, US;CAPITAL ONE SERVICES LLC, US
1434;US000010929822B2;CLARK YUMI, US;CAPITAL ONE SERVICES LLC, US
1435;US000010929822B2;CLINE MYCHILO, US;CAPITAL ONE SERVICES LLC, US
1436;US000010929822B2;DAMMAN LARRY, US;CAPITAL ONE SERVICES LLC, US
1437;US000010929822B2;DAO DAVID, US;CAPITAL ONE SERVICES LLC, US
1438;US000010929822B2;MARKAS HASHAAM, US;CAPITAL ONE SERVICES LLC, US
1439;US000010929822B2;MYADAM SASIKIRAN, US;CAPITAL ONE SERVICES LLC, US
1440;US000010929822B2;NOOKALA SRINIVAS, US;CAPITAL ONE SERVICES LLC, US
1441;US000010929822B2;NORMAN DAVID, US;CAPITAL ONE SERVICES LLC, US
1442;US000010929822B2;WOLFAND SAMUEL, US;CAPITAL ONE SERVICES LLC, US
1443;US000010929822B2;ZEDLER ADAM, US;CAPITAL ONE SERVICES LLC, US
1444;US000010928848B2;GARAGIOLA ANDRES, AR;IBM, US
1445;US000010928848B2;LAPRIDA RAUL O, AR;IBM, US
1446;US000010928848B2;MASINI DIEGO A, AR;IBM, US
1447;US000010928848B2;PONCELEON DULCE B, US;IBM, US
1448;US000010928847B2;MATHEW SANU, US;INTEL CORP, US
1449;US000010928847B2;SATPATHY SUDHIR, US;INTEL CORP, US
1450;US000010928847B2;SURESH VIKRAM, US;INTEL CORP, US
1451;US000010922654B2;DURAISAMY SOUNDRAPANDIAN PRADEEPKUMAR, IN;ACCENTURE GLOBAL SOLUTIONS LTD, IE
1452;US000010922654B2;KAULGUD VIKRANT S, IN;ACCENTURE GLOBAL SOLUTIONS LTD, IE
1453;US000010922654B2;MARATTIL AFSAL, IN;ACCENTURE GLOBAL SOLUTIONS LTD, IE
1454;US000010922654B2;PODDER SANJAY, IN;ACCENTURE GLOBAL SOLUTIONS LTD, IE
1455;US000010922654B2;SINGI KAPIL, IN;ACCENTURE GLOBAL SOLUTIONS LTD, IE
1456;US000010922425B2;GOLLOGLY JONATHAN JAMES, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
1457;US000010922156B2;SARIN PANKAJ, US;PAYPAL INC, US
1458;US000010917233B2;JAYACHANDRAN PRAVEEN, IN;IBM, US
1459;US000010917233B2;OJHA VARUN, IN;IBM, US
1460;US000010915881B2;KUMAR SHARAD, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1461;US000010915881B2;ROAM JOHN C, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1462;US000010915881B2;SAHU AMIT, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1463;US000010915881B2;SETHURAMAN MAHI, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1464;US000010915881B2;SUNDARARAJAN SRIRAM, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1465;US000010911243B1;GRIFFIN PHILLIP H, US;WELLS FARGO BANK NA, US
1466;US000010911243B1;STAPLETON JEFFREY J, US;WELLS FARGO BANK NA, US
1467;US000010909510B1;BARAKAT WAYNE, US;WELLS FARGO BANK NA, US
1468;US000010909510B1;BARRS MARTIN, US;WELLS FARGO BANK NA, US
1469;US000010909510B1;KURANI ASHISH, US;WELLS FARGO BANK NA, US
1470;US000010909510B1;VLTAVSKY DOMINIK, US;WELLS FARGO BANK NA, US
1471;US000010893034B2;BETHKE II THOMAS L, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1472;US000010893034B2;CHAUHAN UMESH SINGH, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1473;US000010893034B2;CHIRRAVURI NAGESHWARA R, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1474;US000010893034B2;CLOUD DANIELLE R, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1475;US000010893034B2;REESE MARK R, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1476;US000010893034B2;VAUGHN JAMES D, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1477;US000010887301B1;CASILLAS DEBRA RANDALL, US;USAA, US
1478;US000010887301B1;HENDRY JASON PAUL, US;USAA, US
1479;US000010887301B1;MAHONEY NATHAN, US;USAA, US
1480;US000010887301B1;NGUYEN HIEU, US;USAA, US
1481;US000010887301B1;SOLIS JR  MIGUEL, US;USAA, US
1482;US000010887301B1;VERA ALEJANDRO, US;USAA, US
1483;US000010885590B2;ABRAHAMS FARIED, US;IBM, US
1484;US000010885590B2;DHONDSE AMOL A, IN;IBM, US
1485;US000010885590B2;PIKLE ANAND, IN;IBM, US
1486;US000010885590B2;RAMACHANDRAN KRISHNAN K, US;IBM, US
1487;US000010885590B2;SIVAKUMAR GANDHI, AU;IBM, US
1488;US000010885581B2;YING PENGFEI, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1489;US000010878512B1;AL-ZOUBI AMJED RATIB, US;USAA, US
1490;US000010878512B1;CARRION MELIZA, US;USAA, US
1491;US000010878512B1;GEORGE JOSEPH, US;USAA, US
1492;US000010878512B1;LOWE CHRISTOPHER SCOTT, US;USAA, US
1493;US000010878409B1;CHHEDA MAYUR, US;WELLS FARGO BANK NA, US
1494;US000010878409B1;FLOR DA SILVA LUIZ FERNANDO, US;WELLS FARGO BANK NA, US
1495;US000010878409B1;SHEPHERD MATTHEW, US;WELLS FARGO BANK NA, US
1496;US000010878409B1;STEVENS KURT PAUL, US;WELLS FARGO BANK NA, US
1497;US000010878409B1;WROBLEWSKI JUNE ANN, US;WELLS FARGO BANK NA, US
1498;US000010878409B1;ZHANG SEAN, US;WELLS FARGO BANK NA, US
1499;US000010871948B1;DOWLING MICHAEL D, US;WELLS FARGO BANK NA, US
1500;US000010861008B2;ABDI TAGHI ABAD FARDIN, US;CAPITAL ONE SERVICES LLC, US
1501;US000010861008B2;GOODSITT JEREMY EDWARD, US;CAPITAL ONE SERVICES LLC, US
1502;US000010861008B2;PHAM VINCENT, US;CAPITAL ONE SERVICES LLC, US
1503;US000010861008B2;TRUONG ANH, US;CAPITAL ONE SERVICES LLC, US
1504;US000010861008B2;WALTERS AUSTIN GRANT, US;CAPITAL ONE SERVICES LLC, US
1505;US000010855844B1;JAYAPALAN VIJAY, US;USAA, US
1506;US000010855844B1;SMITH ERIC J, US;USAA, US
1507;US000010855844B1;TENEYCK JR  JOHN MCCHESNEY, US;USAA, US
1508;US000010855844B1;YARBROUGH GREGORY, US;USAA, US
1509;US000010855473B1;GRIFFIN PHILLIP H, US;WELLS FARGO BANK NA, US
1510;US000010853811B2;NUZZI FRANK ANTHONY, US;PAYPAL INC, US
1511;US000010853811B2;RAMAKRISHNAN SRIRAM, US;PAYPAL INC, US
1512;US000010846765B2;CHU YU, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1513;US000010846765B2;JIN GE, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1514;US000010846765B2;MENG ZHENZHONG, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1515;US000010846765B2;QING LONGSHENG, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1516;US000010846765B2;SUN ZHEN, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1517;US000010846765B2;YANG XUEQING, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
1518;US000010841178B2;ARORA PRITPAL, IN;IBM, US
1519;US000010841178B2;GOTTSCHALK RONALD G, AU;IBM, US
1520;US000010841178B2;PERPETUA JR  DENNIS ANTHONY, US;IBM, US
1521;US000010839397B2;ARORA ANKUR, IN;MASTERCARD INTERNATIONAL INC, US
1522;US000010839397B2;GUPTA AMIT, IN;MASTERCARD INTERNATIONAL INC, US
1523;US000010839397B2;MITTAL SHREYA, IN;MASTERCARD INTERNATIONAL INC, US
1524;US000010839150B2;KUDO MICHIHARU, JP;IBM, US
1525;US000010839150B2;MIYAMOTO KOHTAROH, JP;IBM, US
1526;US000010839150B2;NAKAMURA HIROAKI, JP;IBM, US
1527;US000010834122B2;CHANG DAVID Y, US;IBM, US
1528;US000010834122B2;CHAO CHING-YUN, US;IBM, US
1529;US000010834122B2;WEI YI-HSIU, US;IBM, US
1530;US000010833845B2;IRAZABAL JERONIMO, AR;IBM, US
1531;US000010833845B2;PONCELEON DULCE B, US;IBM, US
1532;US000010832247B2;DURVASULA SASTRY, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1533;US000010832247B2;FERENCZI ANDRAS, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1534;US000010832247B2;MARDIKAR UPENDRA, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1535;US000010832247B2;MUTHUKRISHNAN SATHISH B, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1536;US000010832247B2;NARSIPUR KESHAV, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1537;US000010832247B2;SUBRAHMANYAM VISHNUVAJHALA, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
1538;US000010832230B2;FRANASZEK PETER A, US;IBM, US
1539;US000010832230B2;WEGMAN MARK N, US;IBM, US
1540;US000010831850B2;KWIZERA FELIX B, KE;IBM, US
